2020/07/19 14:22:24	127.0.0.1	359339075469789	GPS	2020/07/19 14:22:22	1	15	51.687534444444445	21.847508333333334	0.0	136	154
2020/07/19 14:23:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:23:23	1	15	51.67337833333333	21.870246666666667	0.0	132	116
2020/07/19 14:24:48	127.0.0.1	359339075469789	GPS	2020/07/19 15:24:23	1	15	51.661189444444446	21.8956	0.0	144	157
2020/07/19 14:25:23	127.0.0.1	359339075469789	GPS	2020/07/19 15:25:23	1	15	51.64448111111111	21.916718333333332	0.0	148	112
2020/07/19 14:26:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:26:23	1	15	51.639383333333335	21.950618333333335	0.0	140	125
2020/07/19 14:27:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:27:23	1	15	51.620759444444445	21.966356666666666	0.0	146	173
2020/07/19 14:28:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:28:23	1	15	51.60227666666667	21.973846666666667	0.0	136	144
2020/07/19 14:29:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:29:23	1	15	51.58367	21.988918333333334	0.0	142	145
2020/07/19 14:30:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:30:23	1	15	51.566161666666666	22.008541666666666	0.0	138	144
2020/07/19 14:31:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:31:23	1	15	51.548765	22.028021666666667	0.0	139	144
2020/07/19 14:32:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:32:23	1	15	51.53046	22.04584	0.0	147	154
2020/07/19 14:33:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:33:23	1	15	51.51037	22.060714444444443	0.0	145	154
2020/07/19 14:34:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:34:23	1	15	51.491079444444445	22.075116666666666	0.0	142	154
2020/07/19 14:35:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:35:23	1	15	51.47129666666667	22.090165	0.0	147	154
2020/07/19 14:36:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:36:23	1	15	51.451875	22.104825	0.0	121	157
2020/07/19 14:37:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:37:23	1	15	51.43607166666666	22.122561666666666	0.0	143	121
2020/07/19 14:38:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:38:23	1	15	51.42906166666667	22.153833333333335	0.0	140	114
2020/07/19 14:39:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:39:23	1	15	51.41674833333333	22.18118611111111	0.0	146	130
2020/07/19 14:40:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:40:23	1	15	51.402613333333335	22.207463333333333	0.0	141	130
2020/07/19 14:41:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:41:23	1	15	51.39195	22.235906666666665	0.0	139	108
2020/07/19 14:42:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:42:23	1	15	51.38506	22.268381666666667	0.0	149	108
2020/07/19 14:43:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:43:23	1	15	51.37835	22.300118333333334	0.0	136	105
2020/07/19 14:44:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:44:22	1	15	51.37498333333333	22.332901666666668	0.0	142	108
2020/07/19 14:45:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:45:22	1	15	51.362135	22.358201666666666	0.0	137	150
2020/07/19 14:46:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:46:22	1	15	51.344965	22.374298333333332	0.0	122	129
2020/07/19 14:47:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:47:22	1	15	51.330185	22.387971666666665	0.0	125	189
2020/07/19 14:48:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:48:22	1	15	51.31008166666667	22.39141	0.0	145	147
2020/07/19 14:49:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:49:22	1	15	51.294021666666666	22.410885	0.0	121	119
2020/07/19 14:50:24	127.0.0.1	359339075469789	GPS	2020/07/19 15:50:22	1	15	51.28925	22.43832	0.0	117	121
